Date,AAPL_Close,GE_Close,PFE_Close,XOM_Close,^GSPC_Close
2010-01-01,-3.0,-2.4515881245528774,-1.886590127301008,-2.2702390017440006,-2.6832872288315546
2010-02-01,-2.8423124437452203,-2.458575722617991,-2.1870274392452838,-2.2071926506349637,-2.4585945544385206
2010-03-01,-2.4608964181447233,-1.6713696320037863,-2.2514573107290126,-1.9398513915158067,-1.9820576875331526
2010-04-01,-2.133341111894671,-1.4393876291261887,-2.36893985614195,-1.8518992409913784,-1.8554028559062756
2010-05-01,-2.1861959393988912,-2.3216249771712536,-2.776035837993701,-2.665734076785144,-2.569252823412418
2010-06-01,-2.2533657484950456,-3.0,-3.0,-3.0,-3.0
2010-07-01,-2.1815519859326162,-2.3664936151316747,-2.7956860769243477,-2.707450811819901,-2.47980177925705
2010-08-01,-2.359201984520089,-2.9465950313209763,-2.544435977834159,-2.771340178330181,-2.8633645601818642
2010-09-01,-1.8488497802931771,-2.3205105149491594,-2.143748497918568,-2.421384883692368,-2.1892130843127897
2010-10-01,-1.6325281882047094,-2.359941431318231,-2.073953935371157,-1.8908017489130702,-1.8805720471608072
2010-11-01,-1.5048462943142438,-2.427646441085821,-2.3866305751752663,-1.5442295694038466,-1.900458019324328
2010-12-01,-1.3615963263817656,-1.5510557524691586,-1.9982886064000511,-1.0903667313502494,-1.3347639190234855
2011-01-01,-1.1511773442103808,-0.8352575991288664,-1.7980249909819304,-0.23154847584190996,-1.1257748922880497
2011-02-01,-0.9767908307652546,-0.5551230502789077,-1.5103238277513982,0.3194217778978654,-0.8241790430219273
2011-03-01,-1.035798648219399,-0.8177479983462899,-1.1482807299223796,0.21074353368868337,-0.8343791135185943
2011-04-01,-1.0154606358374438,-0.673095910982314,-0.9601648714616076,0.6504129105155858,-0.5571453716818082
2011-05-01,-1.044336209910671,-0.9660176079693263,-0.8233501498803792,0.1353732406474908,-0.6922400965395274
2011-06-01,-1.1970044413642253,-1.2480897883665598,-1.0087831757300416,-0.050596399007639015,-0.8724634375052718
2011-07-01,-0.5088734716758085,-1.5383791736254362,-1.3972956222492452,-0.23320281987669178,-1.080571927725539
2011-08-01,-0.5798077246943034,-2.121748865616241,-1.4749959684043046,-0.8958689297732798,-1.6191154056715928
2011-09-01,-0.6238762001889042,-2.519169220457251,-1.7923943546376258,-1.0004205251651888,-2.2609790497103024
2011-10-01,-0.32933906526973633,-1.9174724774600682,-1.332624159448321,-0.3692156910908597,-1.36661103471401
2011-11-01,-0.6128276844539933,-2.211956251670454,-1.0969206564513425,-0.09754145071356657,-1.4131352519315294
2011-12-01,-0.3265777311932556,-1.47575120078888,-0.5766761605181094,0.46025840681879604,-1.335057729783379
2012-01-01,0.3197433498682405,-1.1144397269624748,-0.6472154672671167,0.3416386234678592,-0.9328558808955671
2012-02-01,1.3989564054250199,-0.9880712254343944,-0.7265782149656972,0.6626108422785002,-0.5419549970895119
2012-03-01,2.1159621543294165,-0.5429810167774285,-0.21066141833342833,0.7445675615926897,-0.2279581839210567
2012-04-01,1.9204821166889516,-0.7267121051389429,-0.13641836082645487,0.6989607231460786,-0.30544808454942096
2012-05-01,1.84201619382541,-0.9104431935004573,-0.4423056027064076,-0.2025779273415047,-0.9481197081778374
2012-06-01,1.9207348812935345,-0.2542609529370061,-0.03903124479560871,0.6778558620520254,-0.5677852625538038
2012-07-01,2.2566995785037616,-0.19969538795142938,0.2728860384288492,0.8285588661541103,-0.4418640620621481
2012-08-01,2.940690136791952,-0.21486320735593356,0.21889914646258468,0.8815435631647466,-0.24182730585834467
2012-09-01,3.0,0.5435750407740154,0.5846537883178664,1.4401164304487732,0.008329266313626071
2012-10-01,2.094946128715671,-0.021144280345774646,0.5907067223879938,1.4069367001547493,-0.2008801184917295
2012-11-01,1.9683523943965087,0.005602812984495387,0.6361098164048054,1.0478791972685517,-0.171380801586817
2012-12-01,1.3293507562950788,-0.04789137367604379,0.7224665353203297,0.9236751737859548,-0.09792721584894082
2013-01-01,0.3580971991847015,0.5227285349733855,1.3943665710678896,1.3314875586450832,0.4298294658451711
2013-02-01,0.1796298886328822,0.8851952672783905,1.4949133703137445,1.2814062538380284,0.551422332215469
2013-03-01,0.2282676010125284,0.9195823175044282,1.9539456404112139,1.4168303406941618,0.951421496168591
2013-04-01,0.22979571407010901,0.5969151929707417,2.0186434054926394,1.2824224411092828,1.1596768917688047
2013-05-01,0.31834082425570465,0.9973361696687073,1.4517815269261272,1.4600297216968388,1.403082086814809
2013-06-01,-0.3259954982597426,0.946793801866689,1.7640149245958678,1.5206369285942376,1.2235923769842865
2013-07-01,0.3921743190830549,1.481195022755033,2.1430044843358758,1.9314742944167422,1.806604292593117
2013-08-01,0.8370531382934701,0.9992051719994319,1.8976110263705932,1.1351688732774932,1.4194459129176558
2013-09-01,0.7431506902623131,1.2931021664083113,2.0604620831722755,1.0716914347473656,1.775931524177654
2013-10-01,1.3363272183530155,2.2536793838723117,2.6742920414454128,1.5072769030483162,2.326215787580792
2013-11-01,1.7671056674282175,2.459017237244466,3.0,1.976921225221684,2.687764259861882
2013-12-01,1.8732882624986917,3.0,2.7297684218148675,3.0,3.0
